Timestep,Month,Day,Hour,Heat demand (kW)
4037,6,18,05:00:00,0
4038,6,18,06:00:00,1.915833333
4039,6,18,07:00:00,2.065431279
4040,6,18,08:00:00,0.206799368
4041,6,18,09:00:00,0
4042,6,18,10:00:00,0
4043,6,18,11:00:00,0
4044,6,18,12:00:00,0
4045,6,18,13:00:00,0
4046,6,18,14:00:00,0
4047,6,18,15:00:00,0.638611111
4048,6,18,16:00:00,0
4049,6,18,17:00:00,0.406388889
4050,6,18,18:00:00,0.406388889
4051,6,18,19:00:00,0
4052,6,18,20:00:00,0.5225
4053,6,18,21:00:00,0.464444444
4054,6,18,22:00:00,0
4055,6,18,23:00:00,0
4056,6,19,00:00:00,0
4057,6,19,01:00:00,0
4058,6,19,02:00:00,0.406388889
4059,6,19,03:00:00,0
4060,6,19,04:00:00,0
4061,6,19,05:00:00,0
4062,6,19,06:00:00,0
4063,6,19,07:00:00,1.704386519
4064,6,19,08:00:00,0.871687467
4065,6,19,09:00:00,0
4066,6,19,10:00:00,0.5225
4067,6,19,11:00:00,0
4068,6,19,12:00:00,0
4069,6,19,13:00:00,0
4070,6,19,14:00:00,0
4071,6,19,15:00:00,0
4072,6,19,16:00:00,0
4073,6,19,17:00:00,0.580555556
4074,6,19,18:00:00,0
4075,6,19,19:00:00,0
4076,6,19,20:00:00,0
4077,6,19,21:00:00,0.638611111
4078,6,19,22:00:00,0.465298578
4079,6,19,23:00:00,0
4080,6,20,00:00:00,0
4081,6,20,01:00:00,0.464444444
4082,6,20,02:00:00,0
4083,6,20,03:00:00,0
4084,6,20,04:00:00,0
4085,6,20,05:00:00,0.406388889
4086,6,20,06:00:00,0.464444444
4087,6,20,07:00:00,0.986944444
4088,6,20,08:00:00,0
4089,6,20,09:00:00,0
4090,6,20,10:00:00,0
4091,6,20,11:00:00,0
4092,6,20,12:00:00,0
4093,6,20,13:00:00,0
4094,6,20,14:00:00,0
4095,6,20,15:00:00,0
4096,6,20,16:00:00,0
4097,6,20,17:00:00,0
4098,6,20,18:00:00,0
4099,6,20,19:00:00,2.148055556
4100,6,20,20:00:00,0.464444444
4101,6,20,21:00:00,0
4102,6,20,22:00:00,0
4103,6,20,23:00:00,0
4104,6,21,00:00:00,0
4105,6,21,01:00:00,0
4106,6,21,02:00:00,0
4107,6,21,03:00:00,0
4108,6,21,04:00:00,0
4109,6,21,05:00:00,0
4110,6,21,06:00:00,0
4111,6,21,07:00:00,2.670555556
4112,6,21,08:00:00,0
4113,6,21,09:00:00,0
4114,6,21,10:00:00,0
4115,6,21,11:00:00,0
4116,6,21,12:00:00,0
4117,6,21,13:00:00,0.5225
4118,6,21,14:00:00,0
4119,6,21,15:00:00,0
4120,6,21,16:00:00,0
4121,6,21,17:00:00,0.638611111
4122,6,21,18:00:00,0.348333333
4123,6,21,19:00:00,1.219166667
4124,6,21,20:00:00,0.464444444
4125,6,21,21:00:00,0
4126,6,21,22:00:00,1.045
4127,6,21,23:00:00,0
4128,6,22,00:00:00,0
4129,6,22,01:00:00,0
4130,6,22,02:00:00,0
4131,6,22,03:00:00,0
4132,6,22,04:00:00,0
4133,6,22,05:00:00,0
4134,6,22,06:00:00,0
4135,6,22,07:00:00,2.020087151
4136,6,22,08:00:00,1.857777778
4137,6,22,09:00:00,0
4138,6,22,10:00:00,0
4139,6,22,11:00:00,0
4140,6,22,12:00:00,0
4141,6,22,13:00:00,0
4142,6,22,14:00:00,0
4143,6,22,15:00:00,0
4144,6,22,16:00:00,0
4145,6,22,17:00:00,0
4146,6,22,18:00:00,0
4147,6,22,19:00:00,0.051699842
4148,6,22,20:00:00,0.827197472
4149,6,22,21:00:00,1.189096366
4150,6,22,22:00:00,1.395895734
4151,6,22,23:00:00,0
4152,6,23,00:00:00,0
4153,6,23,01:00:00,0
4154,6,23,02:00:00,0
4155,6,23,03:00:00,0
4156,6,23,04:00:00,0
4157,6,23,05:00:00,0
4158,6,23,06:00:00,0
4159,6,23,07:00:00,1.503942864
4160,6,23,08:00:00,1.433175882
4161,6,23,09:00:00,0
4162,6,23,10:00:00,0
4163,6,23,11:00:00,0
4164,6,23,12:00:00,0
4165,6,23,13:00:00,0
4166,6,23,14:00:00,0.464444444
4167,6,23,15:00:00,0
4168,6,23,16:00:00,0.5225
4169,6,23,17:00:00,0
4170,6,23,18:00:00,0.051699842
4171,6,23,19:00:00,0.5225
4172,6,23,20:00:00,0.155099526
4173,6,23,21:00:00,0.25849921
4174,6,23,22:00:00,0.620398104
4175,6,23,23:00:00,0
4176,6,24,00:00:00,0
4177,6,24,01:00:00,0
4178,6,24,02:00:00,0
4179,6,24,03:00:00,0
4180,6,24,04:00:00,0.051699842
4181,6,24,05:00:00,0
4182,6,24,06:00:00,0.928888889
4183,6,24,07:00:00,2.273084781
4184,6,24,08:00:00,0.982296998
4185,6,24,09:00:00,0
4186,6,24,10:00:00,0
4187,6,24,11:00:00,0
4188,6,24,12:00:00,0
4189,6,24,13:00:00,0
4190,6,24,14:00:00,0.5225
4191,6,24,15:00:00,0
4192,6,24,16:00:00,0
4193,6,24,17:00:00,0
4194,6,24,18:00:00,0
4195,6,24,19:00:00,0
4196,6,24,20:00:00,1.277222222
4197,6,24,21:00:00,0.671243812
4198,6,24,22:00:00,0.723797788
4199,6,24,23:00:00,0
4200,6,25,00:00:00,0
4201,6,25,01:00:00,0.25849921
4202,6,25,02:00:00,1.085696682
4203,6,25,03:00:00,1.602695102
4204,6,25,04:00:00,0.930597156
4205,6,25,05:00:00,0.206799368
4206,6,25,06:00:00,1.973888889
4207,6,25,07:00:00,5.420796208
4208,6,25,08:00:00,0.361898894
4209,6,25,09:00:00,0
4210,6,25,10:00:00,0.580555556
4211,6,25,11:00:00,0
4212,6,25,12:00:00,0
4213,6,25,13:00:00,0
4214,6,25,14:00:00,0.464444444
4215,6,25,15:00:00,0
4216,6,25,16:00:00,0
4217,6,25,17:00:00,0
4218,6,25,18:00:00,0.348333333
4219,6,25,19:00:00,0.406388889
4220,6,25,20:00:00,0
4221,6,25,21:00:00,0.206799368
4222,6,25,22:00:00,1.085696682
4223,6,25,23:00:00,0
4224,6,26,00:00:00,0
4225,6,26,01:00:00,0
4226,6,26,02:00:00,0
4227,6,26,03:00:00,0
4228,6,26,04:00:00,0
4229,6,26,05:00:00,0
4230,6,26,06:00:00,1.741666667
4231,6,26,07:00:00,1.484875724
4232,6,26,08:00:00,0
4233,6,26,09:00:00,0
4234,6,26,10:00:00,0
4235,6,26,11:00:00,0
4236,6,26,12:00:00,0
4237,6,26,13:00:00,0
4238,6,26,14:00:00,0
4239,6,26,15:00:00,0
4240,6,26,16:00:00,0
4241,6,26,17:00:00,0
4242,6,26,18:00:00,0.928888889
4243,6,26,19:00:00,1.393333333
4244,6,26,20:00:00,0.870833333
4245,6,26,21:00:00,1.181886519
4246,6,26,22:00:00,1.188242232
4247,6,26,23:00:00,0
4248,6,27,00:00:00,0
4249,6,27,01:00:00,0
4250,6,27,02:00:00,0
4251,6,27,03:00:00,0
4252,6,27,04:00:00,0
4253,6,27,05:00:00,0
4254,6,27,06:00:00,0.406388889
4255,6,27,07:00:00,1.647185097
4256,6,27,08:00:00,1.446741442
4257,6,27,09:00:00,0
4258,6,27,10:00:00,0
4259,6,27,11:00:00,0
4260,6,27,12:00:00,0
4261,6,27,13:00:00,0
4262,6,27,14:00:00,0
4263,6,27,15:00:00,0.580555556
4264,6,27,16:00:00,0
4265,6,27,17:00:00,0.406388889
4266,6,27,18:00:00,0
4267,6,27,19:00:00,0.464444444
4268,6,27,20:00:00,0
4269,6,27,21:00:00,0
4270,6,27,22:00:00,0
4271,6,27,23:00:00,0
4272,6,28,00:00:00,0
4273,6,28,01:00:00,0.406388889
4274,6,28,02:00:00,0.464444444
4275,6,28,03:00:00,0
4276,6,28,04:00:00,0
4277,6,28,05:00:00,0
4278,6,28,06:00:00,1.393333333
4279,6,28,07:00:00,0.310199052
4280,6,28,08:00:00,0
4281,6,28,09:00:00,0
4282,6,28,10:00:00,0.580555556
4283,6,28,11:00:00,0
4284,6,28,12:00:00,0
4285,6,28,13:00:00,0
4286,6,28,14:00:00,0
4287,6,28,15:00:00,0
4288,6,28,16:00:00,0
4289,6,28,17:00:00,0.986944444
4290,6,28,18:00:00,0.464444444
4291,6,28,19:00:00,0.986944444
4292,6,28,20:00:00,0.555132701
4293,6,28,21:00:00,0.878897314
4294,6,28,22:00:00,1.29249605
4295,6,28,23:00:00,0
4296,6,29,00:00:00,0
4297,6,29,01:00:00,0.406388889
4298,6,29,02:00:00,0.986944444
4299,6,29,03:00:00,0.580555556
4300,6,29,04:00:00,0
4301,6,29,05:00:00,0
4302,6,29,06:00:00,0
4303,6,29,07:00:00,2.117985255
4304,6,29,08:00:00,1.46495445
4305,6,29,09:00:00,0
4306,6,29,10:00:00,0.464444444
4307,6,29,11:00:00,0
4308,6,29,12:00:00,0
4309,6,29,13:00:00,0
4310,6,29,14:00:00,0.464444444
4311,6,29,15:00:00,0
4312,6,29,16:00:00,0.870833333
4313,6,29,17:00:00,0
4314,6,29,18:00:00,0.406388889
4315,6,29,19:00:00,0
4316,6,29,20:00:00,0
4317,6,29,21:00:00,0
4318,6,29,22:00:00,0.464444444
4319,6,29,23:00:00,0
4320,6,30,00:00:00,0
4321,6,30,01:00:00,0
4322,6,30,02:00:00,0
4323,6,30,03:00:00,0
4324,6,30,04:00:00,0
4325,6,30,05:00:00,0
4326,6,30,06:00:00,0.406388889
4327,6,30,07:00:00,0.928888889
4328,6,30,08:00:00,2.380277778
4329,6,30,09:00:00,0.406388889
4330,6,30,10:00:00,0.5225
4331,6,30,11:00:00,0
4332,6,30,12:00:00,0
4333,6,30,13:00:00,0.464444444
4334,6,30,14:00:00,0
4335,6,30,15:00:00,0
4336,6,30,16:00:00,0.348333333
4337,6,30,17:00:00,0.5225
4338,6,30,18:00:00,0.716587941
4339,6,30,19:00:00,0.832699052
4340,6,30,20:00:00,0.929743022
4341,6,30,21:00:00,0.827197472
4342,6,30,22:00:00,1.446741442
4343,6,30,23:00:00,0
4344,7,1,00:00:00,0
4345,7,1,01:00:00,0
4346,7,1,02:00:00,0
4347,7,1,03:00:00,0.206799368
4348,7,1,04:00:00,0.103399684
4349,7,1,05:00:00,0
4350,7,1,06:00:00,0
4351,7,1,07:00:00,1.743374934
4352,7,1,08:00:00,0.890754608
4353,7,1,09:00:00,0
4354,7,1,10:00:00,0.580555556
4355,7,1,11:00:00,0
4356,7,1,12:00:00,0
4357,7,1,13:00:00,0.464444444
4358,7,1,14:00:00,0
4359,7,1,15:00:00,0
4360,7,1,16:00:00,0.5225
4361,7,1,17:00:00,0
4362,7,1,18:00:00,0
4363,7,1,19:00:00,0.638611111
4364,7,1,20:00:00,0.509788573
4365,7,1,21:00:00,1.607342548
4366,7,1,22:00:00,1.763296208
4367,7,1,23:00:00,0
4368,7,2,00:00:00,0
4369,7,2,01:00:00,0
4370,7,2,02:00:00,0
4371,7,2,03:00:00,0
4372,7,2,04:00:00,0
4373,7,2,05:00:00,0.464444444
4374,7,2,06:00:00,0.754722222
4375,7,2,07:00:00,0.716587941
4376,7,2,08:00:00,0.206799368
4377,7,2,09:00:00,0.5225
4378,7,2,10:00:00,0.406388889
4379,7,2,11:00:00,0
4380,7,2,12:00:00,0
4381,7,2,13:00:00,0
4382,7,2,14:00:00,0
4383,7,2,15:00:00,0
4384,7,2,16:00:00,0
4385,7,2,17:00:00,0.464444444
4386,7,2,18:00:00,0.361898894
4387,7,2,19:00:00,0.361898894
4388,7,2,20:00:00,0.206799368
4389,7,2,21:00:00,0.103399684
4390,7,2,22:00:00,0
4391,7,2,23:00:00,0.464444444
4392,7,3,00:00:00,0
4393,7,3,01:00:00,0.348333333
4394,7,3,02:00:00,0
4395,7,3,03:00:00,0
4396,7,3,04:00:00,0.406388889
4397,7,3,05:00:00,0
4398,7,3,06:00:00,2.031944444
4399,7,3,07:00:00,0
4400,7,3,08:00:00,0
4401,7,3,09:00:00,0
4402,7,3,10:00:00,0
4403,7,3,11:00:00,0
4404,7,3,12:00:00,0
4405,7,3,13:00:00,0
4406,7,3,14:00:00,0
4407,7,3,15:00:00,0
4408,7,3,16:00:00,0
4409,7,3,17:00:00,0.5225
4410,7,3,18:00:00,0
4411,7,3,19:00:00,0
4412,7,3,20:00:00,0
4413,7,3,21:00:00,0
4414,7,3,22:00:00,0
4415,7,3,23:00:00,0
4416,7,4,00:00:00,0
4417,7,4,01:00:00,0
4418,7,4,02:00:00,0
4419,7,4,03:00:00,0
4420,7,4,04:00:00,0.928888889
4421,7,4,05:00:00,0
4422,7,4,06:00:00,0.464444444
4423,7,4,07:00:00,0.870833333
4424,7,4,08:00:00,0
4425,7,4,09:00:00,0
4426,7,4,10:00:00,0
4427,7,4,11:00:00,0
4428,7,4,12:00:00,0
4429,7,4,13:00:00,0.464444444
4430,7,4,14:00:00,0
4431,7,4,15:00:00,0.348333333
4432,7,4,16:00:00,0
4433,7,4,17:00:00,0.5225
4434,7,4,18:00:00,0
4435,7,4,19:00:00,0
4436,7,4,20:00:00,0.406388889
4437,7,4,21:00:00,0.103399684
4438,7,4,22:00:00,0.787354924
4439,7,4,23:00:00,0.464444444
4440,7,5,00:00:00,0
4441,7,5,01:00:00,0
4442,7,5,02:00:00,0
4443,7,5,03:00:00,0.406388889
4444,7,5,04:00:00,0
4445,7,5,05:00:00,0
4446,7,5,06:00:00,1.045
4447,7,5,07:00:00,0.51699842
4448,7,5,08:00:00,0
4449,7,5,09:00:00,0
4450,7,5,10:00:00,0
4451,7,5,11:00:00,0
4452,7,5,12:00:00,0
4453,7,5,13:00:00,0.406388889
4454,7,5,14:00:00,0
4455,7,5,15:00:00,0
4456,7,5,16:00:00,0
4457,7,5,17:00:00,0.406388889
4458,7,5,18:00:00,0.928888889
4459,7,5,19:00:00,0
4460,7,5,20:00:00,0
4461,7,5,21:00:00,0.5225
4462,7,5,22:00:00,0.310199052
4463,7,5,23:00:00,0
4464,7,6,00:00:00,0
4465,7,6,01:00:00,0
4466,7,6,02:00:00,0
4467,7,6,03:00:00,0.677599526
4468,7,6,04:00:00,0.206799368
4469,7,6,05:00:00,0
4470,7,6,06:00:00,0
4471,7,6,07:00:00,1.915833333
4472,7,6,08:00:00,0.406388889
4473,7,6,09:00:00,0
4474,7,6,10:00:00,0
4475,7,6,11:00:00,1.045
4476,7,6,12:00:00,0
4477,7,6,13:00:00,0
4478,7,6,14:00:00,0
4479,7,6,15:00:00,0
4480,7,6,16:00:00,0
4481,7,6,17:00:00,0
4482,7,6,18:00:00,0.406388889
4483,7,6,19:00:00,0
4484,7,6,20:00:00,0.5225
4485,7,6,21:00:00,0
4486,7,6,22:00:00,0
4487,7,6,23:00:00,0
4488,7,7,00:00:00,0
4489,7,7,01:00:00,0
4490,7,7,02:00:00,0.870833333
4491,7,7,03:00:00,0
4492,7,7,04:00:00,0
4493,7,7,05:00:00,0
4494,7,7,06:00:00,0
4495,7,7,07:00:00,1.045
4496,7,7,08:00:00,1.741666667
4497,7,7,09:00:00,0
4498,7,7,10:00:00,0
4499,7,7,11:00:00,0
4500,7,7,12:00:00,0
4501,7,7,13:00:00,0
4502,7,7,14:00:00,0
4503,7,7,15:00:00,0
4504,7,7,16:00:00,0
4505,7,7,17:00:00,0.406388889
4506,7,7,18:00:00,0.464444444
4507,7,7,19:00:00,0
4508,7,7,20:00:00,0
4509,7,7,21:00:00,0.625899684
4510,7,7,22:00:00,1.174676672
4511,7,7,23:00:00,0
4512,7,8,00:00:00,0
4513,7,8,01:00:00,0.5225
4514,7,8,02:00:00,0
4515,7,8,03:00:00,0
4516,7,8,04:00:00,0
4517,7,8,05:00:00,0
4518,7,8,06:00:00,2.322222222
4519,7,8,07:00:00,2.110775408
4520,7,8,08:00:00,0.620398104
4521,7,8,09:00:00,0.406388889
4522,7,8,10:00:00,0
4523,7,8,11:00:00,0
4524,7,8,12:00:00,0
4525,7,8,13:00:00,0.406388889
4526,7,8,14:00:00,0
4527,7,8,15:00:00,0
4528,7,8,16:00:00,0
4529,7,8,17:00:00,0
4530,7,8,18:00:00,0
4531,7,8,19:00:00,0
4532,7,8,20:00:00,0
4533,7,8,21:00:00,0
4534,7,8,22:00:00,0
4535,7,8,23:00:00,0
4536,7,9,00:00:00,0
4537,7,9,01:00:00,0
4538,7,9,02:00:00,0
4539,7,9,03:00:00,0
4540,7,9,04:00:00,0
4541,7,9,05:00:00,0
4542,7,9,06:00:00,1.857777778
4543,7,9,07:00:00,1.335277778
4544,7,9,08:00:00,0
4545,7,9,09:00:00,0
4546,7,9,10:00:00,0
4547,7,9,11:00:00,0
4548,7,9,12:00:00,0
4549,7,9,13:00:00,0
4550,7,9,14:00:00,0
4551,7,9,15:00:00,0
4552,7,9,16:00:00,0.464444444
4553,7,9,17:00:00,0
4554,7,9,18:00:00,0
4555,7,9,19:00:00,0
4556,7,9,20:00:00,1.451388889
4557,7,9,21:00:00,0
4558,7,9,22:00:00,0
4559,7,9,23:00:00,0
4560,7,10,00:00:00,0
4561,7,10,01:00:00,0
4562,7,10,02:00:00,0
4563,7,10,03:00:00,0
4564,7,10,04:00:00,0
4565,7,10,05:00:00,0
4566,7,10,06:00:00,1.973888889
4567,7,10,07:00:00,1.270866509
4568,7,10,08:00:00,0.051699842
4569,7,10,09:00:00,0
4570,7,10,10:00:00,0
4571,7,10,11:00:00,0
4572,7,10,12:00:00,0
4573,7,10,13:00:00,0
4574,7,10,14:00:00,0
4575,7,10,15:00:00,0
4576,7,10,16:00:00,0
4577,7,10,17:00:00,0.406388889
4578,7,10,18:00:00,0
4579,7,10,19:00:00,1.045
4580,7,10,20:00:00,0.574199842
4581,7,10,21:00:00,0.516144286
4582,7,10,22:00:00,0.155099526
4583,7,10,23:00:00,0
4584,7,11,00:00:00,0
4585,7,11,01:00:00,0
4586,7,11,02:00:00,0
4587,7,11,03:00:00,0
4588,7,11,04:00:00,0
4589,7,11,05:00:00,0
4590,7,11,06:00:00,0.580555556
4591,7,11,07:00:00,0.574199842
4592,7,11,08:00:00,0.580555556
4593,7,11,09:00:00,0
4594,7,11,10:00:00,0
4595,7,11,11:00:00,0
4596,7,11,12:00:00,0
4597,7,11,13:00:00,0
4598,7,11,14:00:00,0
4599,7,11,15:00:00,0
4600,7,11,16:00:00,0
4601,7,11,17:00:00,0
4602,7,11,18:00:00,0
4603,7,11,19:00:00,0.406388889
4604,7,11,20:00:00,0
4605,7,11,21:00:00,0
4606,7,11,22:00:00,0.580555556
4607,7,11,23:00:00,0
4608,7,12,00:00:00,0
4609,7,12,01:00:00,0.580555556
4610,7,12,02:00:00,0
4611,7,12,03:00:00,0
4612,7,12,04:00:00,0
4613,7,12,05:00:00,0
4614,7,12,06:00:00,1.915833333
4615,7,12,07:00:00,2.438333333
4616,7,12,08:00:00,0
4617,7,12,09:00:00,0
4618,7,12,10:00:00,0
4619,7,12,11:00:00,0
4620,7,12,12:00:00,0
4621,7,12,13:00:00,0
4622,7,12,14:00:00,0
4623,7,12,15:00:00,0
4624,7,12,16:00:00,0
4625,7,12,17:00:00,0.928888889
4626,7,12,18:00:00,0
4627,7,12,19:00:00,0
4628,7,12,20:00:00,0
4629,7,12,21:00:00,0
4630,7,12,22:00:00,0.5225
4631,7,12,23:00:00,0
4632,7,13,00:00:00,0
4633,7,13,01:00:00,0
4634,7,13,02:00:00,0
4635,7,13,03:00:00,0
4636,7,13,04:00:00,0
4637,7,13,05:00:00,0
4638,7,13,06:00:00,0
4639,7,13,07:00:00,1.103055556
4640,7,13,08:00:00,0
4641,7,13,09:00:00,0.5225
4642,7,13,10:00:00,0.5225
4643,7,13,11:00:00,0
4644,7,13,12:00:00,0
4645,7,13,13:00:00,0
4646,7,13,14:00:00,0
4647,7,13,15:00:00,0.5225
4648,7,13,16:00:00,0
4649,7,13,17:00:00,0
4650,7,13,18:00:00,0.464444444
4651,7,13,19:00:00,0.348333333
4652,7,13,20:00:00,0
4653,7,13,21:00:00,0
4654,7,13,22:00:00,0
4655,7,13,23:00:00,0
4656,7,14,00:00:00,0
4657,7,14,01:00:00,0
4658,7,14,02:00:00,0
4659,7,14,03:00:00,0.464444444
4660,7,14,04:00:00,0.348333333
4661,7,14,05:00:00,0
4662,7,14,06:00:00,0
4663,7,14,07:00:00,1.103055556
4664,7,14,08:00:00,0
4665,7,14,09:00:00,0.406388889
4666,7,14,10:00:00,0.986944444
4667,7,14,11:00:00,0
4668,7,14,12:00:00,0
4669,7,14,13:00:00,0
4670,7,14,14:00:00,0
4671,7,14,15:00:00,0
4672,7,14,16:00:00,0.928888889
4673,7,14,17:00:00,0.464444444
4674,7,14,18:00:00,0.986944444
4675,7,14,19:00:00,0
4676,7,14,20:00:00,0
4677,7,14,21:00:00,0
4678,7,14,22:00:00,0
4679,7,14,23:00:00,0
4680,7,15,00:00:00,0
4681,7,15,01:00:00,0
4682,7,15,02:00:00,0
4683,7,15,03:00:00,0
4684,7,15,04:00:00,0
4685,7,15,05:00:00,0.348333333
4686,7,15,06:00:00,0.464444444
4687,7,15,07:00:00,0
4688,7,15,08:00:00,0
4689,7,15,09:00:00,0
4690,7,15,10:00:00,0
4691,7,15,11:00:00,0
4692,7,15,12:00:00,0
4693,7,15,13:00:00,0
4694,7,15,14:00:00,0
4695,7,15,15:00:00,0
4696,7,15,16:00:00,0.580555556
4697,7,15,17:00:00,0
4698,7,15,18:00:00,0
4699,7,15,19:00:00,0.464444444
4700,7,15,20:00:00,0.580555556
4701,7,15,21:00:00,0
4702,7,15,22:00:00,0
4703,7,15,23:00:00,0
4704,7,16,00:00:00,0
4705,7,16,01:00:00,0
4706,7,16,02:00:00,0
4707,7,16,03:00:00,0
4708,7,16,04:00:00,0
4709,7,16,05:00:00,0.464444444
4710,7,16,06:00:00,0.754722222
4711,7,16,07:00:00,0
4712,7,16,08:00:00,0
4713,7,16,09:00:00,0
4714,7,16,10:00:00,0
4715,7,16,11:00:00,0
4716,7,16,12:00:00,0
4717,7,16,13:00:00,0
4718,7,16,14:00:00,0
4719,7,16,15:00:00,0
4720,7,16,16:00:00,0
4721,7,16,17:00:00,0
4722,7,16,18:00:00,0.986944444
4723,7,16,19:00:00,1.393333333
4724,7,16,20:00:00,0.464444444
4725,7,16,21:00:00,0.812777778
4726,7,16,22:00:00,0
4727,7,16,23:00:00,0
4728,7,17,00:00:00,0
4729,7,17,01:00:00,0
4730,7,17,02:00:00,0
4731,7,17,03:00:00,0
4732,7,17,04:00:00,0
4733,7,17,05:00:00,0
4734,7,17,06:00:00,1.335277778
4735,7,17,07:00:00,1.045
4736,7,17,08:00:00,0
4737,7,17,09:00:00,0
4738,7,17,10:00:00,0
4739,7,17,11:00:00,0
4740,7,17,12:00:00,0
4741,7,17,13:00:00,0
4742,7,17,14:00:00,0
4743,7,17,15:00:00,0
4744,7,17,16:00:00,0
4745,7,17,17:00:00,0.5225
4746,7,17,18:00:00,0.5225
4747,7,17,19:00:00,0.5225
4748,7,17,20:00:00,0
4749,7,17,21:00:00,0
4750,7,17,22:00:00,0.5225
4751,7,17,23:00:00,0
4752,7,18,00:00:00,0
4753,7,18,01:00:00,0
4754,7,18,02:00:00,0
4755,7,18,03:00:00,0
4756,7,18,04:00:00,0
4757,7,18,05:00:00,0
4758,7,18,06:00:00,0.812777778
4759,7,18,07:00:00,0.348333333
4760,7,18,08:00:00,0
4761,7,18,09:00:00,0
4762,7,18,10:00:00,0
4763,7,18,11:00:00,0
4764,7,18,12:00:00,0
4765,7,18,13:00:00,0
4766,7,18,14:00:00,0
4767,7,18,15:00:00,0
4768,7,18,16:00:00,0
4769,7,18,17:00:00,0.464444444
4770,7,18,18:00:00,0
4771,7,18,19:00:00,1.045
4772,7,18,20:00:00,0
4773,7,18,21:00:00,1.103055556
4774,7,18,22:00:00,0
4775,7,18,23:00:00,0
4776,7,19,00:00:00,0
4777,7,19,01:00:00,0
4778,7,19,02:00:00,0
4779,7,19,03:00:00,0
4780,7,19,04:00:00,0
4781,7,19,05:00:00,0
4782,7,19,06:00:00,0.348333333
4783,7,19,07:00:00,2.322222222
4784,7,19,08:00:00,0
4785,7,19,09:00:00,0
4786,7,19,10:00:00,0
4787,7,19,11:00:00,0
4788,7,19,12:00:00,0.5225
4789,7,19,13:00:00,0
4790,7,19,14:00:00,0
4791,7,19,15:00:00,0
4792,7,19,16:00:00,0
4793,7,19,17:00:00,0
4794,7,19,18:00:00,0
4795,7,19,19:00:00,0
4796,7,19,20:00:00,0.406388889
4797,7,19,21:00:00,0
4798,7,19,22:00:00,0
4799,7,19,23:00:00,0
4800,7,20,00:00:00,0
4801,7,20,01:00:00,0.464444444
4802,7,20,02:00:00,0.348333333
4803,7,20,03:00:00,0
4804,7,20,04:00:00,0
4805,7,20,05:00:00,0.406388889
4806,7,20,06:00:00,0
4807,7,20,07:00:00,0
4808,7,20,08:00:00,0.464444444
4809,7,20,09:00:00,0.348333333
4810,7,20,10:00:00,0
4811,7,20,11:00:00,0
4812,7,20,12:00:00,0
4813,7,20,13:00:00,0
4814,7,20,14:00:00,0
4815,7,20,15:00:00,0.464444444
4816,7,20,16:00:00,0
4817,7,20,17:00:00,0
4818,7,20,18:00:00,0
4819,7,20,19:00:00,0
4820,7,20,20:00:00,0
4821,7,20,21:00:00,0.5225
4822,7,20,22:00:00,0.348333333
4823,7,20,23:00:00,0
4824,7,21,00:00:00,0
4825,7,21,01:00:00,0
4826,7,21,02:00:00,0
4827,7,21,03:00:00,0.638611111
4828,7,21,04:00:00,0
4829,7,21,05:00:00,0
4830,7,21,06:00:00,0
4831,7,21,07:00:00,0
4832,7,21,08:00:00,2.670555556
4833,7,21,09:00:00,0
4834,7,21,10:00:00,0
4835,7,21,11:00:00,0.580555556
4836,7,21,12:00:00,0
4837,7,21,13:00:00,0
4838,7,21,14:00:00,0
4839,7,21,15:00:00,0
4840,7,21,16:00:00,0.406388889
4841,7,21,17:00:00,0
4842,7,21,18:00:00,0
4843,7,21,19:00:00,0.464444444
4844,7,21,20:00:00,0
4845,7,21,21:00:00,0.5225
4846,7,21,22:00:00,0
4847,7,21,23:00:00,0
4848,7,22,00:00:00,0
4849,7,22,01:00:00,0
4850,7,22,02:00:00,0
4851,7,22,03:00:00,0
4852,7,22,04:00:00,0
4853,7,22,05:00:00,0
4854,7,22,06:00:00,0.464444444
4855,7,22,07:00:00,0.406388889
4856,7,22,08:00:00,0
4857,7,22,09:00:00,0
4858,7,22,10:00:00,0
4859,7,22,11:00:00,0
4860,7,22,12:00:00,0.5225
4861,7,22,13:00:00,0
4862,7,22,14:00:00,0
4863,7,22,15:00:00,0
4864,7,22,16:00:00,0
4865,7,22,17:00:00,0
4866,7,22,18:00:00,0
4867,7,22,19:00:00,0.5225
4868,7,22,20:00:00,0.406388889
4869,7,22,21:00:00,0.5225
4870,7,22,22:00:00,0
4871,7,22,23:00:00,0
4872,7,23,00:00:00,0
4873,7,23,01:00:00,0
4874,7,23,02:00:00,0
4875,7,23,03:00:00,0.406388889
4876,7,23,04:00:00,0
4877,7,23,05:00:00,0
4878,7,23,06:00:00,0
4879,7,23,07:00:00,0.986944444
4880,7,23,08:00:00,0
4881,7,23,09:00:00,0
4882,7,23,10:00:00,0
4883,7,23,11:00:00,0.406388889
4884,7,23,12:00:00,0
4885,7,23,13:00:00,0
4886,7,23,14:00:00,0
4887,7,23,15:00:00,0
4888,7,23,16:00:00,0
4889,7,23,17:00:00,0.5225
4890,7,23,18:00:00,0
4891,7,23,19:00:00,0
4892,7,23,20:00:00,0
4893,7,23,21:00:00,0.464444444
4894,7,23,22:00:00,0
4895,7,23,23:00:00,0
4896,7,24,00:00:00,0.5225
4897,7,24,01:00:00,0
4898,7,24,02:00:00,0
4899,7,24,03:00:00,0.464444444
